id,V_Preis
1259,163740.28003792607
1260,245903.75895920245
1261,149279.20392738938
1262,93696.24524611411
1263,228821.9291903905
1264,67267.36759038435
1265,103590.09311602033
1266,106152.15799837212
1267,127416.58611185849
1268,98926.79898006331
1269,80667.55264753058
1270,102951.07994339512
1271,120425.94243893157
1272,206325.27374479536
1273,167178.34801092106
1274,150003.93147691726
1275,57605.83199307299
1276,66669.01786793862
1277,162841.18004064998
1278,141802.74083982722
1279,73788.05012677415
1280,152102.38108918257
1281,98007.7624742163
1282,165181.53078823703
1283,96607.50930311893
1284,151137.21605048774
1285,105859.884763274
1286,204008.1055858048
1287,96462.8698947928
1288,98277.91078272893
1289,134178.00972749863
1290,69729.2876662441
1291,95558.51981454261
1292,115144.02927986604
1293,58771.987263552626
1294,130347.12979667145
1295,85388.16745216073
1296,151286.89405344197
1297,146833.5387276681
1298,160947.46921887205
1299,35988.49717003272
1300,107053.45032849246
