"","preis_pred","id"
"95",81313.8019786043,895
"96",71003.5699370385,896
"97",87002.3448347124,897
"98",104381.862557133,898
"99",145738.613124246,899
"100",106159.971637912,900
"101",147004.98993632,901
"102",163015.731363732,902
"103",227213.388386408,903
"104",127111.350653243,904
"105",175194.096097331,905
"106",92232.6037278156,906
"107",77936.0838431434,907
"108",122986.122354495,908
"109",139391.370414003,909
"110",120641.234079829,910
"111",159525.590207404,911
"112",78036.7987518571,912
"113",152226.604076036,913
"114",159093.934056305,914
"115",76364.20507524,915
"116",143724.986743448,916
"117",124454.508413867,917
"118",73279.5651386657,918
"119",109953.497604243,919
"120",154809.269785512,920
"121",282182.631787052,921
"122",99820.6716595991,922
"123",117660.100624443,923
"124",211216.268590793,924
"125",156857.172645778,925
"126",101154.708023073,926
"127",60252.216574407,927
"128",77704.6356602952,928
"129",96701.8840983154,929
"130",195926.554603922,930
"131",140677.060483649,931
"132",92406.2765060208,932
"133",133176.405472965,933
"134",121050.752807427,934
"135",132180.071208829,935
"136",148962.21160477,936
"137",96986.4037297311,937
"138",79214.807209131,938
"139",105422.134545744,939
"140",74177.38880748,940
"141",49081.3022106463,941
"142",136703.468006681,942
"143",95796.9110613326,943
"144",147656.869649357,944
"145",104603.081821045,945
"146",54001.5073550772,946
"147",235193.500519684,947
"148",111837.656228205,948
"149",196435.408959841,949
"150",114057.460036344,950
"151",149462.649921546,951
"152",104612.921564239,952
"153",151748.472378334,953
"154",68359.6609296137,954
"155",175748.947189734,955
"156",197007.368907877,956
"157",125443.551537044,957
"158",130035.264373962,958
"159",86655.7407415243,959
"160",103133.599285552,960
"161",81912.2290652236,961
"162",96349.3642471452,962
"163",194151.498763724,963
"164",237269.739938336,964
"165",79447.7657509996,965
"166",100572.191679358,966
"167",104613.712469604,967
"168",78628.7675630767,968
"169",163073.897572658,969
"170",84167.1679899307,970
"171",149719.983269511,971
"172",109657.901368924,972
"173",217389.961348943,973
"174",88036.761634111,974
"175",154181.424910446,975
"176",108305.059814588,976
"177",114070.52631617,977
"178",142684.103346939,978
"179",149203.297197668,979
"180",87145.3498946819,980
"181",183807.744427728,981
"182",108660.469709519,982
"183",173015.773592754,983
"184",123536.537721151,984
"185",99499.6054266882,985
"186",141721.09321376,986
"187",142437.503734097,987
"188",151086.138887129,988
"189",109272.981044333,989
"190",131529.629802358,990
"191",144649.430272423,991
"192",84659.3992053318,992
"193",283599.344879551,993
"194",149902.81476551,994
"195",239052.136216402,995
"196",209576.244559723,996
"197",110431.638519358,997
"198",140542.758542064,998
"199",104759.63201336,999
"200",114214.153967349,1000
"201",122136.011350964,1001
"202",176039.548369789,1002
"203",220273.357172043,1003
"204",167072.412074361,1004
"205",233614.383350378,1005
"206",90845.2758697593,1006
"207",158145.700891885,1007
"208",86040.8415897909,1008
"209",105156.648876122,1009
"210",59248.7099944318,1010
"211",102783.703015775,1011
"212",126767.163825689,1012
"213",186999.933847948,1013
"214",110820.477096796,1014
"215",113308.243673521,1015
"216",155531.52709322,1016
"217",134290.359700772,1017
"218",87994.6064966293,1018
"219",154219.571096321,1019
"220",155706.247857791,1020
"221",62182.5857227654,1021
"222",78692.194195993,1022
"223",101944.372920636,1023
"224",173130.900114413,1024
"225",136110.808618637,1025
"226",62069.7147572089,1026
"227",79786.8827317647,1027
"228",78653.8529200728,1028
"229",114999.033956975,1029
"230",116801.638208218,1030
"231",143067.524692617,1031
"232",95604.5151319559,1032
"233",121023.005305343,1033
"234",58475.9053300276,1034
"235",66291.122168356,1035
"236",91053.8791567012,1036
"237",73708.7512879212,1037
"238",70105.4689840939,1038
"239",109978.40913029,1039
"240",130287.967071466,1040
"241",115147.555311575,1041
"242",97716.6445792368,1042
"243",130534.777512909,1043
"244",106980.089850768,1044
"245",150272.86994608,1045
"246",191954.899409839,1046
"247",122454.074109255,1047
"248",58023.3617938609,1048
"249",122535.391778254,1049
"250",121703.711392358,1050
"251",99344.9556849363,1051
"252",91535.7001584789,1052
"253",82540.1290346659,1053
"254",141094.733498803,1054
"255",166622.329237425,1055
"256",100185.153485264,1056
"257",99243.8412327396,1057
"258",121486.395793064,1058
"259",181597.166261964,1059
"260",109076.050134213,1060
"261",172588.825211666,1061
"262",141917.097581295,1062
"263",184766.047179816,1063
"264",234487.992383381,1064
"265",86780.5466477129,1065
"266",61894.4411791956,1066
"267",165278.891669256,1067
"268",138941.756634476,1068
"269",106207.545077349,1069
"270",129438.047134288,1070
"271",84317.0029626631,1071
"272",112965.714875475,1072
"273",137249.131362575,1073
"274",153307.779649613,1074
"275",100070.696473459,1075
"276",236211.122936961,1076
"277",96983.0696398389,1077
"278",103683.427135153,1078
"279",87170.2891581693,1079
"280",104458.322169494,1080
"281",172864.524865476,1081
"282",109076.237695419,1082
"283",100667.560038198,1083
"284",141197.011117174,1084
"285",153584.336059825,1085
"286",155122.323992808,1086
"287",76236.6057108095,1087
"288",121919.161146191,1088
"289",99759.7593468887,1089
"290",229488.877532974,1090
"291",144796.437796842,1091
"292",94840.0441724434,1092
"293",84805.8467474715,1093
"294",109232.686277919,1094
"295",113962.201514669,1095
"296",54448.3608080646,1096
"297",225417.442806323,1097
"298",167399.60692895,1098
"299",82268.9257789502,1099
"300",112004.583164339,1100
"301",159736.274065823,1101
"302",115427.194543175,1102
"303",141899.350930795,1103
"304",120136.244121256,1104
"305",111229.005358939,1105
"306",156595.867704266,1106
"307",178871.669427044,1107
"308",166416.062584726,1108
"309",141703.053068173,1109
"310",153375.781257569,1110
"311",105578.588602638,1111
"312",138801.457387715,1112
"313",241407.996088655,1113
"314",185368.0703944,1114
"315",117188.617568263,1115
"316",113022.177497655,1116
"317",130635.609384422,1117
"318",232886.680815498,1118
"319",112994.031113266,1119
"320",142495.080798173,1120
"321",204675.639489066,1121
"322",148804.006573435,1122
"323",149336.778953852,1123
"324",180657.113583293,1124
"325",132607.815285052,1125
"326",125935.946553757,1126
"327",91435.8692745555,1127
"328",121831.660496579,1128
"329",201063.900251029,1129
"330",106380.480158799,1130
"331",134463.45672628,1131
"332",179389.940156934,1132
"333",42942.2242488471,1133
"334",131278.775969536,1134
"335",185773.355968989,1135
"336",86607.7611682665,1136
"337",182462.260550012,1137
"338",154401.397875597,1138
"339",75776.4160540258,1139
"340",138450.572618382,1140
"341",126203.820936002,1141
"342",111851.397177621,1142
"343",81761.5776501109,1143
"344",170193.183410524,1144
"345",154276.353600558,1145
"346",108391.03351332,1146
"347",216377.846083949,1147
"348",218867.409249378,1148
"349",103900.922386309,1149
"350",178350.504965681,1150
"351",154217.765899761,1151
"352",130524.287741438,1152
"353",143075.807369226,1153
"354",39622.0473385517,1154
"355",201745.008995231,1155
"356",136764.606020989,1156
"357",173772.392819469,1157
"358",107153.866842419,1158
"359",92644.2074511865,1159
"360",86813.7685878098,1160
"361",167303.212744015,1161
"362",157484.671609273,1162
"363",242899.929943462,1163
"364",261257.757757514,1164
"365",100288.356596122,1165
"366",149485.699771804,1166
"367",61745.7510179419,1167
"368",66827.6861472876,1168
"369",127491.570933458,1169
"370",121025.942502275,1170
"371",195698.65568708,1171
"372",149311.522824304,1172
"373",194120.770162061,1173
"374",86053.3783978329,1174
"375",153085.372878587,1175
"376",172049.121543196,1176
"377",118476.777058708,1177
"378",166248.548970555,1178
"379",156442.962129668,1179
"380",67605.4183079922,1180
"381",70687.7412840256,1181
"382",163000.654767664,1182
"383",111716.440394542,1183
"384",188108.625193367,1184
"385",133811.836561057,1185
"386",85815.9433660981,1186
"387",85407.8389506464,1187
"388",79835.6692954628,1188
"389",167419.636169414,1189
"390",101222.63111993,1190
"391",136496.783717124,1191
"392",115772.86441896,1192
"393",104954.979573503,1193
"394",92795.2871372861,1194
"395",172720.837114579,1195
"396",86247.9816565977,1196
"397",25445.93621697,1197
"398",138511.813138208,1198
"399",161607.845689131,1199
"400",75874.6543705584,1200
"401",130104.095424183,1201
"402",118094.378494615,1202
"403",43086.5405343985,1203
"404",200960.20400821,1204
"405",80715.7178493127,1205
"406",92918.8891366274,1206
"407",170578.704766855,1207
"408",196174.854295014,1208
"409",143891.754193919,1209
"410",79850.063547124,1210
"411",99196.0291580654,1211
"412",208537.30010788,1212
"413",83919.8620349135,1213
"414",176642.356199772,1214
"415",183784.666262332,1215
"416",48276.3410943019,1216
"417",129079.758668742,1217
"418",137515.794820983,1218
"419",107641.497033914,1219
"420",133820.247623372,1220
"421",149529.265389863,1221
"422",119509.046093139,1222
"423",48970.8297528233,1223
"424",69442.892030151,1224
"425",93317.3443059552,1225
"426",97110.9640528889,1226
"427",80795.0407060987,1227
"428",88603.8164608869,1228
"429",155574.789575476,1229
"430",109603.195927669,1230
"431",125519.079366953,1231
"432",59381.5809661654,1232
"433",97756.6961975705,1233
"434",70109.6659092728,1234
"435",113539.208173,1235
"436",176664.237006257,1236
"437",115448.14110881,1237
"438",126669.12483472,1238
"439",172729.149606521,1239
"440",158745.941430928,1240
"441",178657.349627553,1241
"442",131563.950911497,1242
"443",192796.728552332,1243
"444",122999.416856068,1244
"445",134411.877774535,1245
"446",74094.47278204,1246
"447",48140.1672551648,1247
"448",146192.569106889,1248
"449",128754.409985912,1249
"450",147655.392891091,1250
"451",102820.898641199,1251
"452",187280.072266948,1252
"453",180874.988277578,1253
"454",210238.693860052,1254
"455",155285.660856416,1255
"456",79571.7521988117,1256
"457",90909.1752573558,1257
"458",156966.098713545,1258
"459",43676.1352212245,1259
"460",141033.373899232,1260
"461",141324.2515244,1261
"462",95766.3617650121,1262
"463",86072.6085656162,1263
"464",145432.227378152,1264
"465",128098.951538056,1265
"466",172000.677725746,1266
"467",159388.314028834,1267
"468",131205.192727365,1268
"469",142503.258510867,1269
"470",141740.885742088,1270
"471",115131.168067622,1271
"472",196446.684889308,1272
"473",174811.742792226,1273
"474",120283.300247421,1274
"475",142270.906864052,1275
"476",85385.0462132517,1276
"477",171025.709787745,1277
"478",139812.64526604,1278
"479",239406.043558079,1279
"480",177436.489569212,1280
"481",89569.0063404074,1281
"482",188960.078044968,1282
"483",90873.3234916503,1283
"484",77438.5509705802,1284
"485",148121.285934659,1285
"486",148892.716604287,1286
"487",103057.421249526,1287
"488",86480.1369938447,1288
"489",84246.0248053042,1289
"490",76923.9698111536,1290
"491",87253.2984150283,1291
"492",38749.9427588549,1292
"493",237707.257648744,1293
"494",114714.88570495,1294
"495",191885.271487363,1295
"496",223473.468580296,1296
"497",183411.161628352,1297
"498",100546.01333129,1298
"499",82054.625306641,1299
"500",179065.727709995,1300
